id,url,seo_score,path,code,content_type,indexability,depth,title_len,meta_len,word_count,inlinks,unique_inlinks,match_score,path_to_file,path_to_image,path_to_text,named_entities,disease_category,country,category,search_terms,diseases,x,y,cluster,text_snippets,cluster_keywords,domain,demand,findability,optimization_level,search_volume,topic
11,https://fachportal.roche.de/beyond-services/basistexte/Erivedge_PA.html,6,fachportal_roche_de_beyond_services_basistexte_Erivedge_PA_html.txt,200,html,Indexable,,11,0,956,0,0,0.971014492753623,fachportal_roche_de_beyond_services_basistexte_Erivedge_PA_html.txt.txt,image/fachportal_roche_de_beyond_services_basistexte_Erivedge_PA_html.txt.txt.png,text/fachportal_roche_de_beyond_services_basistexte_Erivedge_PA_html.txt.txt.txt,"['Erivedge', 'Vismodegib']",Oncology-Hematology,Germany,Medication information,"Erivedge, Vismodegib, metastatic basal cell carcinoma, contraindications, side effects, pregnancy",metastatic basal cell carcinoma,21.227558,-34.774662,1,"The content provides information about a pharmaceutical product, Erivedge, which contains the active ingredient Vismodegib. It includes details on its composition, indications for use in patients with metastatic basal cell carcinoma, contraindications, and potential side effects. There are also cautionary notes about usage in specific populations, particularly regarding pregnancy. The content aims to inform healthcare professionals about the drug's safety and application in clinical settings.","drug, reporting, adverse",fachportal.roche.de,All,0.201546838057712,medium,400,Drug Safety
12,https://fachportal.roche.de/beyond-services/basistexte/Evrysdi_PA.html,6,fachportal_roche_de_beyond_services_basistexte_Evrysdi_PA_html.txt,200,html,Indexable,,10,0,974,0,0,1,fachportal_roche_de_beyond_services_basistexte_Evrysdi_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_Evrysdi_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_Evrysdi_PA_html.txt.txt,"['Evrysdi', 'SMA']",Neurology,Germany,Medication information,"Evrysdi, risdiplam, spinal muscular atrophy (SMA), potential side effects",spinal muscular atrophy,21.525303,-38.481808,1,"The content provides detailed information about the medication Evrysdi (risdiplam), including its composition, usage, and potential side effects. It outlines its application in treating spinal muscular atrophy (SMA) and highlights the importance of reporting any adverse effects. Additionally, it includes contact information for professionals to report safety concerns, underscoring its focus on maintaining patient safety and regulatory compliance.","drug, reporting, adverse",fachportal.roche.de,Rising,0.184915229156139,medium,11,Drug Safety
13,https://fachportal.roche.de/beyond-services/basistexte/Gavreto_PA.html,6,fachportal_roche_de_beyond_services_basistexte_Gavreto_PA_html.txt,200,html,Indexable,,10,0,734,0,0,1,fachportal_roche_de_beyond_services_basistexte_Gavreto_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_Gavreto_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_Gavreto_PA_html.txt.txt,[],Other,Germany,Offer outline,,,-8.03799,-18.379042,3,"The content displays a section from Roche's professional portal, intended for healthcare professionals. It highlights various categories such as products, clinical data, downloads, services, events, and medical inquiries, emphasizing the resources available for professionals interacting with Roche's offerings. The portal aims to provide exclusive benefits and support to users engaged in the healthcare field.","users, page, website",fachportal.roche.de,Falling,0.0179670531867819,medium,30,Website Metadata
14,https://fachportal.roche.de/beyond-services/basistexte/Gazyvaro_PA.html,6,fachportal_roche_de_beyond_services_basistexte_Gazyvaro_PA_html.txt,200,html,Indexable,,11,0,1018,0,0,1,fachportal_roche_de_beyond_services_basistexte_Gazyvaro_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_Gazyvaro_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_Gazyvaro_PA_html.txt.txt,"['FL', 'Gazyvaro', 'CLL']",Oncology-Hematology,Germany,Medication information,"Gazyvaro, chronic lymphocytic leukemia, CLL, follicular lymphoma, FL, obinutuzumab, side effects, contraindications","chronic lymphocytic leukemia, follicular lymphoma",17.746235,-32.164745,1,"The content presents information about a pharmaceutical product called Gazyvaro®, highlighting its use, composition, and indications for chronic lymphocytic leukemia (CLL) and follicular lymphoma (FL). It details the active ingredient, obinutuzumab, and provides guidance on potential side effects and contraindications associated with its use. The purpose of the content is to inform healthcare professionals about the therapeutic application and important safety information related to the product.","drug, reporting, adverse",fachportal.roche.de,All,0.655986648208164,medium,268,Drug Safety
15,https://fachportal.roche.de/beyond-services/basistexte/gyn_PA.html,6,fachportal_roche_de_beyond_services_basistexte_gyn_PA_html.txt,200,html,Indexable,,6,0,4065,0,0,1,fachportal_roche_de_beyond_services_basistexte_gyn_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_gyn_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_gyn_PA_html.txt.txt,"['Herceptin', 'Perjeta']",Oncology-Hematology,Germany,Medication information,"Herceptin, Perjeta, indications for treatment, drug administration, side effects, metastatic breast cancer",metastatic breast cancer,15.569275,-28.756454,1,"The content features information from Roche's professional portal about the medications Herceptin® and Perjeta®, including their uses, formulations, and important safety information for healthcare providers. It discusses indications for treatment, specifics regarding drug administration, and potential side effects associated with these therapies, particularly in the context of metastatic breast cancer. The content aims to inform healthcare professionals about the proper use and considerations surrounding these treatments.","drug, reporting, adverse",fachportal.roche.de,Falling,0.552623794849339,medium,329,Drug Safety
16,https://fachportal.roche.de/beyond-services/basistexte/haema_heamo_PA.html,6,fachportal_roche_de_beyond_services_basistexte_haema_heamo_PA_html.txt,200,html,Indexable,,14,0,2148,0,0,1,fachportal_roche_de_beyond_services_basistexte_haema_heamo_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_haema_heamo_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_haema_heamo_PA_html.txt.txt,"['Columvi', 'Polivy']",Oncology-Hematology,Germany,Medication information,"Polivy, Columvi, active ingredients, side effects",,12.29139,-31.80759,1,"The content contains detailed information regarding two pharmaceutical products by Roche: Polivy® and Columvi®. It outlines key details such as active ingredients, indications, contraindications, and potential side effects. The page emphasizes the importance of monitoring safety and encourages healthcare professionals to report any adverse effects. Additionally, it includes contact information for further inquiries and compliance requirements.","drug, reporting, adverse",fachportal.roche.de,Falling,0.288842074792921,medium,303,Drug Safety
17,https://fachportal.roche.de/beyond-services/basistexte/haema_PA.html,6,fachportal_roche_de_beyond_services_basistexte_haema_PA_html.txt,200,html,Indexable,,8,0,1995,0,0,1,fachportal_roche_de_beyond_services_basistexte_haema_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_haema_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_haema_PA_html.txt.txt,"['Each', 'Columvi', 'Polivy']",Oncology-Hematology,Germany,Medication information,"Polivy, Columvi, active ingredients, indications, contraindications, side effects, safety information",,3.4565063,-35.14666,1,"The content features content from Roche's professional portal, focusing on two pharmaceutical products: Polivy and Columvi, which are used for manufacturing infusion solutions. Each product entry includes details such as active ingredients, indications for use, contraindications, potential side effects, and important safety information. The content emphasizes the importance of reporting any adverse effects to Roche and provides contact information for health professionals. The content is aimed at healthcare providers, offering critical information for safe medication management.","drug, reporting, adverse",fachportal.roche.de,All,0.473840266088406,medium,78,Drug Safety
18,https://fachportal.roche.de/beyond-services/basistexte/Hemlibra_PA.html,6,fachportal_roche_de_beyond_services_basistexte_Hemlibra_PA_html.txt,200,html,Indexable,,11,0,887,0,0,1,fachportal_roche_de_beyond_services_basistexte_Hemlibra_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_Hemlibra_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_Hemlibra_PA_html.txt.txt,"['Hemlibra', 'Emicizumab', 'Additional']",Oncology-Hematology,Germany,Medication information,"Hemlibra, Emicizumab, hemophilia A, contraindications, side effects",hemophilia A,18.598185,-1.7715688,4,"The content features information from Roche's professional portal, focusing on the drug Hemlibra. It details its active ingredient (Emicizumab), its composition, applications for the treatment of hemophilia A, as well as contraindications and side effects. The portal serves healthcare professionals by providing essential information on the product, including updates and guidelines for use. Additional links and resources for patients and medical inquiries are also mentioned, indicating a comprehensive approach to pharmaceutical information.","technologies, artificial, ai",fachportal.roche.de,Flat,0.687468201124225,medium,253,Technology
19,https://fachportal.roche.de/beyond-services/basistexte/HER2pos_PA.html,6,fachportal_roche_de_beyond_services_basistexte_HER2pos_PA_html.txt,200,html,Indexable,,10,0,3402,0,0,0.970588235294118,fachportal_roche_de_beyond_services_basistexte_HER2pos_PA_html.txt.txt,image/fachportal_roche_de_beyond_services_basistexte_HER2pos_PA_html.txt.txt.png,text/fachportal_roche_de_beyond_services_basistexte_HER2pos_PA_html.txt.txt.txt,"['Herceptin', 'Perjeta', 'Kadcyla']",Oncology-Hematology,Germany,Medication information,"Herceptin, Perjeta, Kadcyla, metastatic breast cancer, dosage forms, potential side effects",metastatic breast cancer,16.309778,-28.793587,1,"The content features content from Roche's professional portal, specifically addressing important information related to the use of Herceptin® and Perjeta® (pertuzumab/trastuzumab) and Kadcyla® in treating metastatic breast cancer. It highlights dosage forms, application contexts, and potential side effects of these medications. Additionally, it details necessary guidelines for healthcare professionals to ensure patient safety and appropriate therapeutic use, including reporting procedures for adverse effects and considerations during pregnancy.","drug, reporting, adverse",fachportal.roche.de,Rising,0.071397064708013,medium,340,Drug Safety
20,https://fachportal.roche.de/beyond-services/basistexte/Herceptin_PA.html,6,fachportal_roche_de_beyond_services_basistexte_Herceptin_PA_html.txt,200,html,Indexable,,12,0,2387,0,0,1,fachportal_roche_de_beyond_services_basistexte_Herceptin_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_Herceptin_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_Herceptin_PA_html.txt.txt,"['Herceptin', 'Perjeta']",Oncology-Hematology,Germany,Medication information,"Herceptin, Perjeta, HER2-positive metastatic breast cancer, safety information, side effects",HER2-positive metastatic breast cancer,14.915864,-29.051382,1,"The content is from Roche's professional portal, providing detailed information about their pharmaceutical products, specifically Herceptin® and Perjeta®. It includes important usage guidelines, safety information, and potential side effects associated with these medications, targeting healthcare professionals. The content informs about treatment for HER2-positive metastatic breast cancer and emphasizes the need for reporting adverse effects to ensure patient safety.","drug, reporting, adverse",fachportal.roche.de,Falling,0.498371927881888,medium,495,Drug Safety
21,https://fachportal.roche.de/beyond-services/basistexte.html,6,fachportal_roche_de_beyond_services_basistexte_html.txt,200,html,Non-Indexable,,23,0,7260,0,0,1,fachportal_roche_de_beyond_services_basistexte_html.txt,image/fachportal_roche_de_beyond_services_basistexte_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_html.txt.txt,"['Avastin', 'Adverse', 'Alecensa']",Oncology-Hematology,Germany,Medication information,"Alecensa, Avastin, active ingredients, lung cancer, colon cancer, adverse effects, contraindications","lung cancer, colon cancer",14.003079,-27.603369,1,"The content displays information from Roche's professional portal regarding two pharmaceutical products: Alecensa and Avastin. It includes details about their active ingredients, applications, and indications for use in treating specific types of cancer, emphasizing their roles in therapy for patients with advanced forms of lung and colon cancers. Adverse effects and contraindications are also highlighted, alongside regulatory information pertinent to healthcare professionals. Additionally, the content mentions the significance of adhering to guidelines specific to healthcare specialists.","drug, reporting, adverse",fachportal.roche.de,Flat,0.291802507389044,medium,317,Drug Safety
22,https://fachportal.roche.de/beyond-services/basistexte/KAD_HER_PA.html,6,fachportal_roche_de_beyond_services_basistexte_KAD_HER_PA_html.txt,200,html,Indexable,,10,0,2807,0,0,1,fachportal_roche_de_beyond_services_basistexte_KAD_HER_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_KAD_HER_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_KAD_HER_PA_html.txt.txt,"['Herceptin', 'Perjeta']",Oncology-Hematology,Germany,Medication information,"Herceptin, trastuzumab, Perjeta, pertuzumab, metastatic breast cancer, side effects, contraindications",metastatic breast cancer,15.546236,-29.205132,1,"The content from Roche's website provides detailed information about two pharmaceutical products: Herceptin® (trastuzumab) and Perjeta® (pertuzumab), including their formulation, usage, and indications for the treatment of metastatic breast cancer. It emphasizes the importance of consulting with Roche's medical safety team regarding any administration-related concerns, especially during pregnancy. The content also outlines potential side effects and contraindications associated with these treatments, serving as a resource for healthcare professionals to ensure safe patient care.","drug, reporting, adverse",fachportal.roche.de,Falling,0.326533295701595,medium,262,Drug Safety
23,https://fachportal.roche.de/beyond-services/basistexte/KAD_PER_HER_PA.html,6,fachportal_roche_de_beyond_services_basistexte_KAD_PER_HER_PA_html.txt,200,html,Indexable,,14,0,2807,0,0,0.972222222222222,fachportal_roche_de_beyond_services_basistexte_KAD_PER_HER_PA_html.txt.txt,image/fachportal_roche_de_beyond_services_basistexte_KAD_PER_HER_PA_html.txt.txt.png,text/fachportal_roche_de_beyond_services_basistexte_KAD_PER_HER_PA_html.txt.txt.txt,"['Herceptin', 'Perjeta']",Oncology-Hematology,Germany,Medication information,"Herceptin, Perjeta, metastatic breast cancer, side effects",metastatic breast cancer,16.063282,-28.756683,1,"The content appears to be from Roche's professional portal, focusing on important information regarding the use of Herceptin® and Perjeta® for treating metastatic breast cancer. It details the composition, indications, and potential side effects of these medications, as well as specific recommendations for monitoring and reporting any adverse effects. The content is aimed at healthcare professionals to ensure safe usage and compliance with medical guidelines.","drug, reporting, adverse",fachportal.roche.de,Falling,0.921582741954772,medium,415,Drug Safety
24,https://fachportal.roche.de/beyond-services/basistexte/Kadcyla_PA.html,6,fachportal_roche_de_beyond_services_basistexte_Kadcyla_PA_html.txt,200,html,Indexable,,10,0,1154,0,0,1,fachportal_roche_de_beyond_services_basistexte_Kadcyla_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_Kadcyla_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_Kadcyla_PA_html.txt.txt,['Kadcyla'],Oncology-Hematology,Germany,Medication information,"Kadcyla, usage guidelines, safety information, composition, indications, side effects",,16.805021,-40.446926,1,"The content displays information related to the pharmaceutical product Kadcyla, including important usage guidelines and safety information. It outlines its composition, indications for use, and potential side effects, emphasizing the need for healthcare professionals to consult specific guidelines when administering the drug. The content serves as a resource for medical professionals to ensure proper administration and monitoring of patients using the medication.","drug, reporting, adverse",fachportal.roche.de,Flat,0.176443984255096,medium,44,Drug Safety
25,https://fachportal.roche.de/beyond-services/basistexte/LC_GYN_GI_PA.html,6,fachportal_roche_de_beyond_services_basistexte_LC_GYN_GI_PA_html.txt,200,html,Indexable,,12,0,5149,0,0,1,fachportal_roche_de_beyond_services_basistexte_LC_GYN_GI_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_LC_GYN_GI_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_LC_GYN_GI_PA_html.txt.txt,"['Each', 'Alecsensa', 'Rozlytrek']",Oncology-Hematology,Germany,Medication information,"Alecsensa, Rozlytrek, active ingredients, side effects",,3.1941922,-33.293903,1,"The content contains detailed information about pharmaceutical products from Roche, specifically the medications Alecsensa and Rozlytrek. Each section outlines the active ingredients, indications for use, dosage forms, and potential side effects. It serves as a resource for healthcare professionals, providing essential data for informed decision-making regarding treatment options. Additionally, it includes instructions for reporting adverse effects and general regulatory information.","drug, reporting, adverse",fachportal.roche.de,Flat,0.61900406177966,medium,296,Drug Safety
26,https://fachportal.roche.de/beyond-services/basistexte/LC_PA.html,6,fachportal_roche_de_beyond_services_basistexte_LC_PA_html.txt,200,html,Indexable,,5,0,2002,0,0,1,fachportal_roche_de_beyond_services_basistexte_LC_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_LC_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_LC_PA_html.txt.txt,"['ALK', 'Alecensa', 'NSCLC']",Oncology-Hematology,Germany,Medication information,"Alecensa, alectinib, ALK-positive non-small cell lung cancer, NSCLC, side effects",ALK-positive non-small cell lung cancer,16.163225,-27.105587,1,"The content contains detailed information about the pharmaceutical product Alecensa® (alectinib), a medication used for the treatment of ALK-positive non-small cell lung cancer (NSCLC). It includes the composition of the capsules, indications for use, contraindications, and potential side effects. The information serves as a resource for healthcare professionals and is likely part of a broader platform aimed at providing clinical data and support regarding Roche's products.","drug, reporting, adverse",fachportal.roche.de,Falling,0.584064631671342,medium,259,Drug Safety
27,https://fachportal.roche.de/beyond-services/basistexte/Lunsumio_PA.html,6,fachportal_roche_de_beyond_services_basistexte_Lunsumio_PA_html.txt,200,html,Indexable,,11,0,953,0,0,1,fachportal_roche_de_beyond_services_basistexte_Lunsumio_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_Lunsumio_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_Lunsumio_PA_html.txt.txt,"['Mosunetuzumab', 'Lunisum']",Oncology-Hematology,Germany,Medication information,"Lunisum, Mosunetuzumab, potential side effects, contraindications",,11.614829,-32.700665,1,"The content provides detailed information about the drug Lunisum® (Mosunetuzumab), including its composition, application, potential side effects, and contraindications. It emphasizes the importance of reporting any adverse reactions to Roche and provides contact information for such notifications. The content is intended for healthcare professionals, facilitating safe and informed use of the medication. Additionally, it mentions the necessity of following specific guidelines for handling the drug.","drug, reporting, adverse",fachportal.roche.de,All,0.377144563076503,medium,28,Drug Safety
28,https://fachportal.roche.de/beyond-services/basistexte/Mabthera_PA.html,6,fachportal_roche_de_beyond_services_basistexte_Mabthera_PA_html.txt,200,html,Indexable,,11,0,734,0,0,1,fachportal_roche_de_beyond_services_basistexte_Mabthera_PA_html.txt,image/fachportal_roche_de_beyond_services_basistexte_Mabthera_PA_html.txt.png,text/fachportal_roche_de_beyond_services_basistexte_Mabthera_PA_html.txt.txt,[],Other,Germany,Offer outline,,,-21.06137,-19.230719,0,"The content showcases Roche's professional portal, designed for healthcare professionals. It features navigation options such as product information, clinical data, downloads, services, events, and medical inquiries. The platform aims to provide exclusive benefits and resources tailored to the needs of professionals in the pharmaceutical field.","oncology, professionals, data",fachportal.roche.de,All,0.785207282551311,medium,84,General Offer Outline
